Year,Team,Event,GDP,Population,Host country,Unemployment Rate (%),Human development index(HDI),Life expectancy,Calories from animal protein (FAO (2017)),Calories from plant protein (FAO (2017)),Calories from fat (FAO (2017)),Calories from carbohydrates (FAO (2017)),Comm./Dem.,PARTICIPANT,GOLD,SILVER,BRONZE
1996,us,shooting,"29,968","268,335,003",1,5.4,0.88,76.02683,283.2,163.6,1236.15,1904.05,1,31,0,0,0
2000,aus,Weightlifting,"21,679","18,991,431",1,6.28,0.9,79.23415,271.48,133.72,1170.09,1415.71,1,12,0,0,0
2000,aus,hockey,"21,679","18,991,431",1,6.28,0.9,79.23415,271.48,133.72,1170.09,1415.71,1,32,0,0,1
2000,aus,basketball,"21,679","18,991,431",1,6.28,0.9,79.23415,271.48,133.72,1170.09,1415.71,1,24,0,0,0
2000,aus,cycling,"21,679","18,991,431",1,6.28,0.9,79.23415,271.48,133.72,1170.09,1415.71,1,38,0,0,0
2000,aus,football,"21,679","18,991,431",1,6.28,0.9,79.23415,271.48,133.72,1170.09,1415.71,1,32,0,0,0
2000,aus,badminton,"21,679","18,991,431",1,6.28,0.9,79.23415,271.48,133.72,1170.09,1415.71,1,8,0,0,0
2000,aus,swimming,"21,679","18,991,431",1,6.28,0.9,79.23415,271.48,133.72,1170.09,1415.71,1,89,1,0,0
2000,aus,gymnastics,"21,679","18,991,431",1,6.28,0.9,79.23415,271.48,133.72,1170.09,1415.71,1,46,0,0,0
2000,aus,boxing,"21,679","18,991,431",1,6.28,0.9,79.23415,271.48,133.72,1170.09,1415.71,1,9,0,0,0
2000,aus,wrestling,"21,679","18,991,431",1,6.28,0.9,79.23415,271.48,133.72,1170.09,1415.71,1,11,0,0,0
2000,aus,shooting,"21,679","18,991,431",1,6.28,0.9,79.23415,271.48,133.72,1170.09,1415.71,1,32,1,0,0
2000,canada,Weightlifting,"24,266","30,588,383",0,6.8,0.87,79.13659,241.44,182.84,1327.68,1754.04,1,2,0,0,0
2000,canada,hockey,"24,266","30,588,383",0,6.8,0.87,79.13659,241.44,182.84,1327.68,1754.04,1,16,0,0,0
2000,canada,basketball,"24,266","30,588,383",0,6.8,0.87,79.13659,241.44,182.84,1327.68,1754.04,1,24,0,0,0
2000,canada,cycling,"24,266","30,588,383",0,6.8,0.87,79.13659,241.44,182.84,1327.68,1754.04,1,20,0,0,0
2000,canada,football,"24,266","30,588,383",0,6.8,0.87,79.13659,241.44,182.84,1327.68,1754.04,1,0,0,0,0
2000,canada,badminton,"24,266","30,588,383",0,6.8,0.87,79.13659,241.44,182.84,1327.68,1754.04,1,10,0,0,0
2000,canada,swimming,"24,266","30,588,383",0,6.8,0.87,79.13659,241.44,182.84,1327.68,1754.04,1,73,0,0,0
2000,canada,gymnastics,"24,266","30,588,383",0,6.8,0.87,79.13659,241.44,182.84,1327.68,1754.04,1,38,0,0,0
2000,canada,boxing,"24,266","30,588,383",0,6.8,0.87,79.13659,241.44,182.84,1327.68,1754.04,1,7,0,0,0
2000,canada,wrestling,"24,266","30,588,383",0,6.8,0.87,79.13659,241.44,182.84,1327.68,1754.04,1,4,0,0,0
2000,canada,shooting,"24,266","30,588,383",0,6.8,0.87,79.13659,241.44,182.84,1327.68,1754.04,1,16,0,0,0
2000,china,Weightlifting,959,"1,290,550,765",0,6.96,0.59,71.397,110.84,225.04,683.91,1794.21,0,1,0,0,1
2000,china,hockey,959,"1,290,550,765",0,6.96,0.59,71.397,110.84,225.04,683.91,1794.21,0,32,0,0,0
2000,china,basketball,959,"1,290,550,765",0,6.96,0.59,71.397,110.84,225.04,683.91,1794.21,0,0,0,0,0
2000,china,cycling,959,"1,290,550,765",0,6.96,0.59,71.397,110.84,225.04,683.91,1794.21,0,33,0,0,0
2000,china,football,959,"1,290,550,765",0,6.96,0.59,71.397,110.84,225.04,683.91,1794.21,0,0,0,0,0
2000,china,badminton,959,"1,290,550,765",0,6.96,0.59,71.397,110.84,225.04,683.91,1794.21,0,4,1,0,0
2000,china,swimming,959,"1,290,550,765",0,6.96,0.59,71.397,110.84,225.04,683.91,1794.21,0,60,0,0,0
2000,china,gymnastics,959,"1,290,550,765",0,6.96,0.59,71.397,110.84,225.04,683.91,1794.21,0,39,0,0,0
2000,china,boxing,959,"1,290,550,765",0,6.96,0.59,71.397,110.84,225.04,683.91,1794.21,0,2,0,0,0
2000,china,wrestling,959,"1,290,550,765",0,6.96,0.59,71.397,110.84,225.04,683.91,1794.21,0,0,0,0,0
2000,china,shooting,959,"1,290,550,765",0,6.96,0.59,71.397,110.84,225.04,683.91,1794.21,0,6,0,0,0
2000,france,Weightlifting,"22,420","59,015,096",0,8.53,0.85,79.0561,311.56,158.24,1528.83,1606.37,1,3,0,0,0
2000,france,hockey,"22,420","59,015,096",0,8.53,0.85,79.0561,311.56,158.24,1528.83,1606.37,1,0,0,0,0
2000,france,basketball,"22,420","59,015,096",0,8.53,0.85,79.0561,311.56,158.24,1528.83,1606.37,1,24,0,1,0
2000,france,cycling,"22,420","59,015,096",0,8.53,0.85,79.0561,311.56,158.24,1528.83,1606.37,1,38,0,0,0
2000,france,football,"22,420","59,015,096",0,8.53,0.85,79.0561,311.56,158.24,1528.83,1606.37,1,0,0,0,0
2000,france,badminton,"22,420","59,015,096",0,8.53,0.85,79.0561,311.56,158.24,1528.83,1606.37,1,3,0,0,0
2000,france,swimming,"22,420","59,015,096",0,8.53,0.85,79.0561,311.56,158.24,1528.83,1606.37,1,31,0,0,0
2000,france,gymnastics,"22,420","59,015,096",0,8.53,0.85,79.0561,311.56,158.24,1528.83,1606.37,1,71,0,1,0
2000,france,boxing,"22,420","59,015,096",0,8.53,0.85,79.0561,311.56,158.24,1528.83,1606.37,1,8,0,0,0
2000,france,wrestling,"22,420","59,015,096",0,8.53,0.85,79.0561,311.56,158.24,1528.83,1606.37,1,3,0,0,0
2000,france,shooting,"22,420","59,015,096",0,8.53,0.85,79.0561,311.56,158.24,1528.83,1606.37,1,17,0,0,0
2000,india,Weightlifting,443,1056575549,0,5.75,0.5,62.505,38.64,187.8,410.85,1742.71,1,3,0,0,0
2000,india,hockey,443,1056575549,0,5.75,0.5,62.505,38.64,187.8,410.85,1742.71,1,15,0,0,0
2000,india,basketball,443,1056575549,0,5.75,0.5,62.505,38.64,187.8,410.85,1742.71,1,0,0,0,0
2000,india,cycling,443,1056575549,0,5.75,0.5,62.505,38.64,187.8,410.85,1742.71,1,0,0,0,0
2000,india,football,443,1056575549,0,5.75,0.5,62.505,38.64,187.8,410.85,1742.71,1,0,0,0,0
2000,india,badminton,443,1056575549,0,5.75,0.5,62.505,38.64,187.8,410.85,1742.71,1,2,0,0,0
2000,india,swimming,443,1056575549,0,5.75,0.5,62.505,38.64,187.8,410.85,1742.71,1,2,0,0,0
2000,india,gymnastics,443,1056575549,0,5.75,0.5,62.505,38.64,187.8,410.85,1742.71,1,0,0,0,0
2000,india,boxing,443,1056575549,0,5.75,0.5,62.505,38.64,187.8,410.85,1742.71,1,4,0,0,0
2000,india,wrestling,443,1056575549,0,5.75,0.5,62.505,38.64,187.8,410.85,1742.71,1,1,0,0,0
2000,india,shooting,443,1056575549,0,5.75,0.5,62.505,38.64,187.8,410.85,1742.71,1,4,0,0,0
2000,italy,Weightlifting,"20,138","56,692,178",0,10.84,0.84,79.77805,245.88,209.84,1383.12,1829.16,1,2,0,0,0
2000,italy,hockey,"20,138","56,692,178",0,10.84,0.84,79.77805,245.88,209.84,1383.12,1829.16,1,0,0,0,0
2000,italy,basketball,"20,138","56,692,178",0,10.84,0.84,79.77805,245.88,209.84,1383.12,1829.16,1,17,0,0,0
2000,italy,cycling,"20,138","56,692,178",0,10.84,0.84,79.77805,245.88,209.84,1383.12,1829.16,1,21,0,0,0
2000,italy,football,"20,138","56,692,178",0,10.84,0.84,79.77805,245.88,209.84,1383.12,1829.16,1,12,0,0,0
2000,italy,badminton,"20,138","56,692,178",0,10.84,0.84,79.77805,245.88,209.84,1383.12,1829.16,1,0,0,0,0
2000,italy,swimming,"20,138","56,692,178",0,10.84,0.84,79.77805,245.88,209.84,1383.12,1829.16,1,42,0,1,0
2000,italy,gymnastics,"20,138","56,692,178",0,10.84,0.84,79.77805,245.88,209.84,1383.12,1829.16,1,46,0,0,0
2000,italy,boxing,"20,138","56,692,178",0,10.84,0.84,79.77805,245.88,209.84,1383.12,1829.16,1,0,0,0,0
2000,italy,wrestling,"20,138","56,692,178",0,10.84,0.84,79.77805,245.88,209.84,1383.12,1829.16,1,4,0,0,0
2000,italy,shooting,"20,138","56,692,178",0,10.84,0.84,79.77805,245.88,209.84,1383.12,1829.16,1,16,0,0,1
2000,japan,Weightlifting,"38,532","127,524,174",0,4.93,0.86,81.0761,221.92,163.8,812.07,1701.21,1,8,0,0,0
2000,japan,hockey,"38,532","127,524,174",0,4.93,0.86,81.0761,221.92,163.8,812.07,1701.21,1,0,0,0,0
2000,japan,basketball,"38,532","127,524,174",0,4.93,0.86,81.0761,221.92,163.8,812.07,1701.21,1,0,0,0,0
2000,japan,cycling,"38,532","127,524,174",0,4.93,0.86,81.0761,221.92,163.8,812.07,1701.21,1,14,0,0,0
2000,japan,football,"38,532","127,524,174",0,4.93,0.86,81.0761,221.92,163.8,812.07,1701.21,1,16,0,0,0
2000,japan,badminton,"38,532","127,524,174",0,4.93,0.86,81.0761,221.92,163.8,812.07,1701.21,1,5,0,0,0
2000,japan,swimming,"38,532","127,524,174",0,4.93,0.86,81.0761,221.92,163.8,812.07,1701.21,1,37,0,0,0
2000,japan,gymnastics,"38,532","127,524,174",0,4.93,0.86,81.0761,221.92,163.8,812.07,1701.21,1,52,0,0,0
2000,japan,boxing,"38,532","127,524,174",0,4.93,0.86,81.0761,221.92,163.8,812.07,1701.21,1,2,0,0,0
2000,japan,wrestling,"38,532","127,524,174",0,4.93,0.86,81.0761,221.92,163.8,812.07,1701.21,1,8,0,0,0
2000,japan,shooting,"38,532","127,524,174",0,4.93,0.86,81.0761,221.92,163.8,812.07,1701.21,1,15,0,0,0
2000,uk,Weightlifting,28155,"58,923,309",0,5.45,0.87,77.74146,217.76,177.4,1267.2,1699.64,1,1,0,0,0
2000,uk,hockey,28155,"58,923,309",0,5.45,0.87,77.74146,217.76,177.4,1267.2,1699.64,1,32,0,0,0
2000,uk,basketball,28155,"58,923,309",0,5.45,0.87,77.74146,217.76,177.4,1267.2,1699.64,1,0,0,0,0
2000,uk,cycling,28155,"58,923,309",0,5.45,0.87,77.74146,217.76,177.4,1267.2,1699.64,1,33,0,0,0
2000,uk,football,28155,"58,923,309",0,5.45,0.87,77.74146,217.76,177.4,1267.2,1699.64,1,0,0,0,0
2000,uk,badminton,28155,"58,923,309",0,5.45,0.87,77.74146,217.76,177.4,1267.2,1699.64,1,4,0,0,0
2000,uk,swimming,28155,"58,923,309",0,5.45,0.87,77.74146,217.76,177.4,1267.2,1699.64,1,60,0,0,0
2000,uk,gymnastics,28155,"58,923,309",0,5.45,0.87,77.74146,217.76,177.4,1267.2,1699.64,1,39,0,0,0
2000,uk,boxing,28155,"58,923,309",0,5.45,0.87,77.74146,217.76,177.4,1267.2,1699.64,1,2,0,0,0
2000,uk,wrestling,28155,"58,923,309",0,5.45,0.87,77.74146,217.76,177.4,1267.2,1699.64,1,0,0,0,0
2000,uk,shooting,28155,"58,923,309",0,5.45,0.87,77.74146,217.76,177.4,1267.2,1699.64,1,6,0,1,0
2000,us,Weightlifting,"36,335","281,710,909",0,3.9,0.89,76.63659,290.92,166.24,1389.51,1908.33,1,6,0,0,0
2000,us,hockey,"36,335","281,710,909",0,3.9,0.89,76.63659,290.92,166.24,1389.51,1908.33,1,0,0,0,0
2000,us,basketball,"36,335","281,710,909",0,3.9,0.89,76.63659,290.92,166.24,1389.51,1908.33,1,23,1,0,0
2000,us,cycling,"36,335","281,710,909",0,3.9,0.89,76.63659,290.92,166.24,1389.51,1908.33,1,36,0,0,0
2000,us,football,"36,335","281,710,909",0,3.9,0.89,76.63659,290.92,166.24,1389.51,1908.33,1,30,0,0,0
2000,us,badminton,"36,335","281,710,909",0,3.9,0.89,76.63659,290.92,166.24,1389.51,1908.33,1,1,0,0,0
2000,us,swimming,"36,335","281,710,909",0,3.9,0.89,76.63659,290.92,166.24,1389.51,1908.33,1,91,1,1,1
2000,us,gymnastics,"36,335","281,710,909",0,3.9,0.89,76.63659,290.92,166.24,1389.51,1908.33,1,74,0,0,0
2000,us,boxing,"36,335","281,710,909",0,3.9,0.89,76.63659,290.92,166.24,1389.51,1908.33,1,12,0,0,0
2000,us,wrestling,"36,335","281,710,909",0,3.9,0.89,76.63659,290.92,166.24,1389.51,1908.33,1,16,0,1,1
2000,us,shooting,"36,335","281,710,909",0,3.9,0.89,76.63659,290.92,166.24,1389.51,1908.33,1,34,0,0,0
2004,aus,Weightlifting,"30,431","19,879,649",0,5.4,0.91,80.49024,263.6,142.4,1206.09,1439.91,1,2,0,0,0
2004,aus,hockey,"30,431","19,879,649",0,5.4,0.91,80.49024,263.6,142.4,1206.09,1439.91,1,32,1,0,0
2004,aus,basketball,"30,431","19,879,649",0,5.4,0.91,80.49024,263.6,142.4,1206.09,1439.91,1,24,0,0,0
2004,aus,cycling,"30,431","19,879,649",0,5.4,0.91,80.49024,263.6,142.4,1206.09,1439.91,1,37,0,0,0
2004,aus,football,"30,431","19,879,649",0,5.4,0.91,80.49024,263.6,142.4,1206.09,1439.91,1,32,0,0,0
2004,aus,badminton,"30,431","19,879,649",0,5.4,0.91,80.49024,263.6,142.4,1206.09,1439.91,1,8,0,0,0
2004,aus,swimming,"30,431","19,879,649",0,5.4,0.91,80.49024,263.6,142.4,1206.09,1439.91,1,86,1,1,0
2004,aus,gymnastics,"30,431","19,879,649",0,5.4,0.91,80.49024,263.6,142.4,1206.09,1439.91,1,36,0,0,0
2004,aus,boxing,"30,431","19,879,649",0,5.4,0.91,80.49024,263.6,142.4,1206.09,1439.91,1,9,0,0,0
2004,aus,wrestling,"30,431","19,879,649",0,5.4,0.91,80.49024,263.6,142.4,1206.09,1439.91,1,1,0,0,0
2004,aus,shooting,"30,431","19,879,649",0,5.4,0.91,80.49024,263.6,142.4,1206.09,1439.91,1,28,0,0,1
2004,canada,Weightlifting,"32,137","31,815,494",0,7.2,0.89,79.89268,235.44,183.84,1326.51,1779.21,1,2,0,0,0
2004,canada,hockey,"32,137","31,815,494",0,7.2,0.89,79.89268,235.44,183.84,1326.51,1779.21,1,0,0,0,0
2004,canada,basketball,"32,137","31,815,494",0,7.2,0.89,79.89268,235.44,183.84,1326.51,1779.21,1,0,0,0,0
2004,canada,cycling,"32,137","31,815,494",0,7.2,0.89,79.89268,235.44,183.84,1326.51,1779.21,1,16,0,0,0
2004,canada,football,"32,137","31,815,494",0,7.2,0.89,79.89268,235.44,183.84,1326.51,1779.21,1,0,0,0,0
2004,canada,badminton,"32,137","31,815,494",0,7.2,0.89,79.89268,235.44,183.84,1326.51,1779.21,1,1,0,0,0
2004,canada,swimming,"32,137","31,815,494",0,7.2,0.89,79.89268,235.44,183.84,1326.51,1779.21,1,46,0,0,0
2004,canada,gymnastics,"32,137","31,815,494",0,7.2,0.89,79.89268,235.44,183.84,1326.51,1779.21,1,74,0,0,0
2004,canada,boxing,"32,137","31,815,494",0,7.2,0.89,79.89268,235.44,183.84,1326.51,1779.21,1,5,0,0,0
2004,canada,wrestling,"32,137","31,815,494",0,7.2,0.89,79.89268,235.44,183.84,1326.51,1779.21,1,7,0,0,0
2004,canada,shooting,"32,137","31,815,494",0,7.2,0.89,79.89268,235.44,183.84,1326.51,1779.21,1,4,0,0,0
2004,china,Weightlifting,1509,"1,323,084,641",0,9.58,0.63,72.689,122.76,221.44,724.14,1792.66,0,2,0,1,0
2004,china,hockey,1509,"1,323,084,641",0,9.58,0.63,72.689,122.76,221.44,724.14,1792.66,0,16,0,0,0
2004,china,basketball,1509,"1,323,084,641",0,9.58,0.63,72.689,122.76,221.44,724.14,1792.66,0,0,0,0,0
2004,china,cycling,1509,"1,323,084,641",0,9.58,0.63,72.689,122.76,221.44,724.14,1792.66,0,35,0,0,0
2004,china,football,1509,"1,323,084,641",0,9.58,0.63,72.689,122.76,221.44,724.14,1792.66,0,0,0,0,0
2004,china,badminton,1509,"1,323,084,641",0,9.58,0.63,72.689,122.76,221.44,724.14,1792.66,0,5,0,0,0
2004,china,swimming,1509,"1,323,084,641",0,9.58,0.63,72.689,122.76,221.44,724.14,1792.66,0,57,0,0,0
2004,china,gymnastics,1509,"1,323,084,641",0,9.58,0.63,72.689,122.76,221.44,724.14,1792.66,0,32,0,0,0
2004,china,boxing,1509,"1,323,084,641",0,9.58,0.63,72.689,122.76,221.44,724.14,1792.66,0,1,0,0,0
2004,china,wrestling,1509,"1,323,084,641",0,9.58,0.63,72.689,122.76,221.44,724.14,1792.66,0,1,0,0,0
2004,china,shooting,1509,"1,323,084,641",0,9.58,0.63,72.689,122.76,221.44,724.14,1792.66,0,6,0,0,0
2004,france,Weightlifting,"33,803","60,697,981",0,8.48,0.86,80.16342,296.96,159.44,1455.93,1642.67,1,5,0,0,0
2004,france,hockey,"33,803","60,697,981",0,8.48,0.86,80.16342,296.96,159.44,1455.93,1642.67,1,0,0,0,0
2004,france,basketball,"33,803","60,697,981",0,8.48,0.86,80.16342,296.96,159.44,1455.93,1642.67,1,0,0,0,0
2004,france,cycling,"33,803","60,697,981",0,8.48,0.86,80.16342,296.96,159.44,1455.93,1642.67,1,33,0,0,0
2004,france,football,"33,803","60,697,981",0,8.48,0.86,80.16342,296.96,159.44,1455.93,1642.67,1,0,0,0,0
2004,france,badminton,"33,803","60,697,981",0,8.48,0.86,80.16342,296.96,159.44,1455.93,1642.67,1,3,0,0,0
2004,france,swimming,"33,803","60,697,981",0,8.48,0.86,80.16342,296.96,159.44,1455.93,1642.67,1,51,0,0,0
2004,france,gymnastics,"33,803","60,697,981",0,8.48,0.86,80.16342,296.96,159.44,1455.93,1642.67,1,74,0,0,0
2004,france,boxing,"33,803","60,697,981",0,8.48,0.86,80.16342,296.96,159.44,1455.93,1642.67,1,6,0,0,0
2004,france,wrestling,"33,803","60,697,981",0,8.48,0.86,80.16342,296.96,159.44,1455.93,1642.67,1,6,0,0,0
2004,france,shooting,"33,803","60,697,981",0,8.48,0.86,80.16342,296.96,159.44,1455.93,1642.67,1,12,0,0,0
2004,india,Weightlifting,628,"1,129,623,456",0,5.72,0.53,64.095,39.72,176.28,411.57,1628.43,1,3,0,0,0
2004,india,hockey,628,"1,129,623,456",0,5.72,0.53,64.095,39.72,176.28,411.57,1628.43,1,16,0,0,0
2004,india,basketball,628,"1,129,623,456",0,5.72,0.53,64.095,39.72,176.28,411.57,1628.43,1,0,0,0,0
2004,india,cycling,628,"1,129,623,456",0,5.72,0.53,64.095,39.72,176.28,411.57,1628.43,1,0,0,0,0
2004,india,football,628,"1,129,623,456",0,5.72,0.53,64.095,39.72,176.28,411.57,1628.43,1,0,0,0,0
2004,india,badminton,628,"1,129,623,456",0,5.72,0.53,64.095,39.72,176.28,411.57,1628.43,1,3,0,0,0
2004,india,swimming,628,"1,129,623,456",0,5.72,0.53,64.095,39.72,176.28,411.57,1628.43,1,2,0,0,0
2004,india,gymnastics,628,"1,129,623,456",0,5.72,0.53,64.095,39.72,176.28,411.57,1628.43,1,0,0,0,0
2004,india,boxing,628,"1,129,623,456",0,5.72,0.53,64.095,39.72,176.28,411.57,1628.43,1,4,0,0,0
2004,india,wrestling,628,"1,129,623,456",0,5.72,0.53,64.095,39.72,176.28,411.57,1628.43,1,7,0,0,0
2004,india,shooting,628,"1,129,623,456",0,5.72,0.53,64.095,39.72,176.28,411.57,1628.43,1,9,0,0,0
2004,italy,Weightlifting,"31,317","57,948,424",0,7.87,0.86,80.78049,238.6,209.24,1350.9,1827.26,1,6,0,0,0
2004,italy,hockey,"31,317","57,948,424",0,7.87,0.86,80.78049,238.6,209.24,1350.9,1827.26,1,0,0,0,0
2004,italy,basketball,"31,317","57,948,424",0,7.87,0.86,80.78049,238.6,209.24,1350.9,1827.26,1,12,0,1,0
2004,italy,cycling,"31,317","57,948,424",0,7.87,0.86,80.78049,238.6,209.24,1350.9,1827.26,1,17,1,0,0
2004,italy,football,"31,317","57,948,424",0,7.87,0.86,80.78049,238.6,209.24,1350.9,1827.26,1,14,0,0,1
2004,italy,badminton,"31,317","57,948,424",0,7.87,0.86,80.78049,238.6,209.24,1350.9,1827.26,1,0,0,0,0
2004,italy,swimming,"31,317","57,948,424",0,7.87,0.86,80.78049,238.6,209.24,1350.9,1827.26,1,52,0,0,0
2004,italy,gymnastics,"31,317","57,948,424",0,7.87,0.86,80.78049,238.6,209.24,1350.9,1827.26,1,57,1,0,0
2004,italy,boxing,"31,317","57,948,424",0,7.87,0.86,80.78049,238.6,209.24,1350.9,1827.26,1,0,0,0,0
2004,italy,wrestling,"31,317","57,948,424",0,7.87,0.86,80.78049,238.6,209.24,1350.9,1827.26,1,6,0,0,0
2004,italy,shooting,"31,317","57,948,424",0,7.87,0.86,80.78049,238.6,209.24,1350.9,1827.26,1,0,0,1,0
2004,japan,Weightlifting,"37,689","128,204,195",0,4.93,0.87,82.03024,205.6,161.52,811.71,1663.17,1,4,0,0,0
2004,japan,hockey,"37,689","128,204,195",0,4.93,0.87,82.03024,205.6,161.52,811.71,1663.17,1,16,0,0,0
2004,japan,basketball,"37,689","128,204,195",0,4.93,0.87,82.03024,205.6,161.52,811.71,1663.17,1,12,0,0,0
2004,japan,cycling,"37,689","128,204,195",0,4.93,0.87,82.03024,205.6,161.52,811.71,1663.17,1,13,0,0,0
2004,japan,football,"37,689","128,204,195",0,4.93,0.87,82.03024,205.6,161.52,811.71,1663.17,1,33,0,0,0
2004,japan,badminton,"37,689","128,204,195",0,4.93,0.87,82.03024,205.6,161.52,811.71,1663.17,1,9,0,0,0
2004,japan,swimming,"37,689","128,204,195",0,4.93,0.87,82.03024,205.6,161.52,811.71,1663.17,1,43,0,0,0
2004,japan,gymnastics,"37,689","128,204,195",0,4.93,0.87,82.03024,205.6,161.52,811.71,1663.17,1,52,0,0,1
2004,japan,boxing,"37,689","128,204,195",0,4.93,0.87,82.03024,205.6,161.52,811.71,1663.17,1,1,0,0,0
2004,japan,wrestling,"37,689","128,204,195",0,4.93,0.87,82.03024,205.6,161.52,811.71,1663.17,1,13,0,0,1
2004,japan,shooting,"37,689","128,204,195",0,4.93,0.87,82.03024,205.6,161.52,811.71,1663.17,1,15,0,0,0
2004,uk,Weightlifting,40210,"59,872,753",0,4.75,0.89,78.74634,234.92,177.92,1238.4,1793.76,1,2,0,0,0
2004,uk,hockey,40210,"59,872,753",0,4.75,0.89,78.74634,234.92,177.92,1238.4,1793.76,1,16,0,0,0
2004,uk,basketball,40210,"59,872,753",0,4.75,0.89,78.74634,234.92,177.92,1238.4,1793.76,1,0,0,0,0
2004,uk,cycling,40210,"59,872,753",0,4.75,0.89,78.74634,234.92,177.92,1238.4,1793.76,1,35,0,0,0
2004,uk,football,40210,"59,872,753",0,4.75,0.89,78.74634,234.92,177.92,1238.4,1793.76,1,0,0,0,0
2004,uk,badminton,40210,"59,872,753",0,4.75,0.89,78.74634,234.92,177.92,1238.4,1793.76,1,5,0,0,0
2004,uk,swimming,40210,"59,872,753",0,4.75,0.89,78.74634,234.92,177.92,1238.4,1793.76,1,57,0,0,0
2004,uk,gymnastics,40210,"59,872,753",0,4.75,0.89,78.74634,234.92,177.92,1238.4,1793.76,1,32,0,0,0
2004,uk,boxing,40210,"59,872,753",0,4.75,0.89,78.74634,234.92,177.92,1238.4,1793.76,1,1,0,0,0
2004,uk,wrestling,40210,"59,872,753",0,4.75,0.89,78.74634,234.92,177.92,1238.4,1793.76,1,1,0,0,0
2004,uk,shooting,40210,"59,872,753",0,4.75,0.89,78.74634,234.92,177.92,1238.4,1793.76,1,6,0,0,0
2004,us,Weightlifting,"41,713","292,354,658",0,5.4,0.9,77.48781,299.2,162.72,1454.85,1892.23,1,5,0,0,0
2004,us,hockey,"41,713","292,354,658",0,5.4,0.9,77.48781,299.2,162.72,1454.85,1892.23,1,0,0,0,0
2004,us,basketball,"41,713","292,354,658",0,5.4,0.9,77.48781,299.2,162.72,1454.85,1892.23,1,24,0,0,1
2004,us,cycling,"41,713","292,354,658",0,5.4,0.9,77.48781,299.2,162.72,1454.85,1892.23,1,23,0,0,0
2004,us,football,"41,713","292,354,658",0,5.4,0.9,77.48781,299.2,162.72,1454.85,1892.23,1,17,0,0,0
2004,us,badminton,"41,713","292,354,658",0,5.4,0.9,77.48781,299.2,162.72,1454.85,1892.23,1,2,0,0,0
2004,us,swimming,"41,713","292,354,658",0,5.4,0.9,77.48781,299.2,162.72,1454.85,1892.23,1,95,1,1,1
2004,us,gymnastics,"41,713","292,354,658",0,5.4,0.9,77.48781,299.2,162.72,1454.85,1892.23,1,74,0,1,0
2004,us,boxing,"41,713","292,354,658",0,5.4,0.9,77.48781,299.2,162.72,1454.85,1892.23,1,9,0,0,0
2004,us,wrestling,"41,713","292,354,658",0,5.4,0.9,77.48781,299.2,162.72,1454.85,1892.23,1,17,0,1,0
